Id,avg_totalsteps,day_of_the_week,avg_time_in_bed,avg_time_asleep,avg_time_awake
6775888955,6474.0,2016-04-25,369.0,349.67,19.33
6775888955,703.0,2016-04-28,369.0,349.67,19.33
6775888955,4053.0,2016-04-13,369.0,349.67,19.33
6775888955,4732.0,2016-04-16,369.0,349.67,19.33
6775888955,2153.0,2016-04-24,369.0,349.67,19.33
6775888955,5162.0,2016-04-14,369.0,349.67,19.33
6775888955,7091.0,2016-04-26,369.0,349.67,19.33
6775888955,8294.0,2016-04-18,369.0,349.67,19.33
6775888955,2487.0,2016-05-01,369.0,349.67,19.33
6775888955,4697.0,2016-05-06,369.0,349.67,19.33
6775888955,0.0,2016-04-12,369.0,349.67,19.33
6775888955,0.0,2016-04-19,369.0,349.67,19.33
6775888955,0.0,2016-04-21,369.0,349.67,19.33
6775888955,0.0,2016-04-23,369.0,349.67,19.33
6775888955,0.0,2016-04-27,369.0,349.67,19.33
6775888955,0.0,2016-04-29,369.0,349.67,19.33
6775888955,0.0,2016-05-02,369.0,349.67,19.33
6775888955,0.0,2016-05-04,369.0,349.67,19.33
6775888955,0.0,2016-05-05,369.0,349.67,19.33
6775888955,9.0,2016-05-03,369.0,349.67,19.33
6775888955,2503.0,2016-04-30,369.0,349.67,19.33
6775888955,2497.0,2016-04-17,369.0,349.67,19.33
6962181067,12912.0,2016-05-02,466.13,448.0,18.13
6962181067,1551.0,2016-04-14,466.13,448.0,18.13
6962181067,5563.0,2016-04-15,466.13,448.0,18.13
6962181067,5029.0,2016-04-24,466.13,448.0,18.13
6962181067,5454.0,2016-05-01,466.13,448.0,18.13
6962181067,6815.0,2016-05-07,466.13,448.0,18.13
6962181067,13928.0,2016-04-20,466.13,448.0,18.13
6962181067,10433.0,2016-04-26,466.13,448.0,18.13
6962181067,6722.0,2016-05-11,466.13,448.0,18.13
6962181067,12627.0,2016-04-28,466.13,448.0,18.13
6962181067,3587.0,2016-05-12,466.13,448.0,18.13
6962181067,10199.0,2016-04-12,466.13,448.0,18.13
6962181067,4188.0,2016-05-08,466.13,448.0,18.13
6962181067,10762.0,2016-04-29,466.13,448.0,18.13
6962181067,10081.0,2016-04-30,466.13,448.0,18.13
6962181067,12342.0,2016-05-09,466.13,448.0,18.13
6962181067,10524.0,2016-05-05,466.13,448.0,18.13
6962181067,5652.0,2016-04-13,466.13,448.0,18.13
6962181067,11835.0,2016-04-21,466.13,448.0,18.13
6962181067,13239.0,2016-04-25,466.13,448.0,18.13
6962181067,10725.0,2016-04-22,466.13,448.0,18.13
6962181067,15448.0,2016-05-10,466.13,448.0,18.13
6962181067,12109.0,2016-05-03,466.13,448.0,18.13
6962181067,10742.0,2016-04-19,466.13,448.0,18.13
6962181067,20031.0,2016-04-23,466.13,448.0,18.13
6962181067,11404.0,2016-04-18,466.13,448.0,18.13
6962181067,13217.0,2016-04-16,466.13,448.0,18.13
6962181067,5908.0,2016-05-06,466.13,448.0,18.13
6962181067,10320.0,2016-04-27,466.13,448.0,18.13
6962181067,10145.0,2016-04-17,466.13,448.0,18.13
6962181067,10147.0,2016-05-04,466.13,448.0,18.13
8792009665,5245.0,2016-04-23,453.8,435.67,18.13
8792009665,2564.0,2016-04-12,453.8,435.67,18.13
8792009665,1320.0,2016-04-13,453.8,435.67,18.13
8792009665,1219.0,2016-04-14,453.8,435.67,18.13
8792009665,2483.0,2016-04-15,453.8,435.67,18.13
8792009665,244.0,2016-04-16,453.8,435.67,18.13
8792009665,144.0,2016-04-21,453.8,435.67,18.13
8792009665,1321.0,2016-04-26,453.8,435.67,18.13
8792009665,1758.0,2016-04-27,453.8,435.67,18.13
8792009665,6157.0,2016-04-28,453.8,435.67,18.13
8792009665,1619.0,2016-05-01,453.8,435.67,18.13
8792009665,1831.0,2016-05-02,453.8,435.67,18.13
8792009665,2421.0,2016-05-03,453.8,435.67,18.13
8792009665,2283.0,2016-05-04,453.8,435.67,18.13
8792009665,400.0,2016-04-24,453.8,435.67,18.13
8792009665,3147.0,2016-04-20,453.8,435.67,18.13
8792009665,8360.0,2016-04-29,453.8,435.67,18.13
8792009665,7174.0,2016-04-30,453.8,435.67,18.13
8792009665,0.0,2016-04-17,453.8,435.67,18.13
8792009665,0.0,2016-04-18,453.8,435.67,18.13
8792009665,0.0,2016-04-19,453.8,435.67,18.13
8792009665,0.0,2016-04-25,453.8,435.67,18.13
8792009665,0.0,2016-05-05,453.8,435.67,18.13
8792009665,0.0,2016-05-06,453.8,435.67,18.13
8792009665,0.0,2016-05-07,453.8,435.67,18.13
8792009665,0.0,2016-05-08,453.8,435.67,18.13
8792009665,0.0,2016-05-09,453.8,435.67,18.13
8792009665,0.0,2016-05-10,453.8,435.67,18.13
8792009665,4068.0,2016-04-22,453.8,435.67,18.13
7086361926,10688.0,2016-04-19,466.42,453.13,13.29
7086361926,9753.0,2016-04-22,466.42,453.13,13.29
7086361926,11584.0,2016-04-28,466.42,453.13,13.29
7086361926,13566.0,2016-05-09,466.42,453.13,13.29
7086361926,2817.0,2016-04-23,466.42,453.13,13.29
7086361926,3520.0,2016-04-24,466.42,453.13,13.29
7086361926,3789.0,2016-05-12,466.42,453.13,13.29
7086361926,11317.0,2016-04-12,466.42,453.13,13.29
7086361926,9469.0,2016-04-21,466.42,453.13,13.29
7086361926,11107.0,2016-04-27,466.42,453.13,13.29
7086361926,10988.0,2016-05-04,466.42,453.13,13.29
7086361926,14365.0,2016-04-20,466.42,453.13,13.29
7086361926,8564.0,2016-05-05,466.42,453.13,13.29
7086361926,12390.0,2016-05-01,466.42,453.13,13.29
7086361926,14560.0,2016-04-30,466.42,453.13,13.29
7086361926,8585.0,2016-04-15,466.42,453.13,13.29
7086361926,14433.0,2016-05-10,466.42,453.13,13.29
7086361926,5813.0,2016-04-13,466.42,453.13,13.29
7086361926,10052.0,2016-05-02,466.42,453.13,13.29
7086361926,10677.0,2016-05-08,466.42,453.13,13.29
7086361926,9123.0,2016-04-14,466.42,453.13,13.29
7086361926,10387.0,2016-04-26,466.42,453.13,13.29
7086361926,12461.0,2016-05-06,466.42,453.13,13.29
7086361926,10288.0,2016-05-03,466.42,453.13,13.29
7086361926,9572.0,2016-05-11,466.42,453.13,13.29
7086361926,12827.0,2016-05-07,466.42,453.13,13.29
7086361926,0.0,2016-04-17,466.42,453.13,13.29
7086361926,10091.0,2016-04-25,466.42,453.13,13.29
7086361926,31.0,2016-04-16,466.42,453.13,13.29
7086361926,9827.0,2016-04-18,466.42,453.13,13.29
7086361926,7881.0,2016-04-29,466.42,453.13,13.29
4558609924,5135.0,2016-04-12,140.0,127.6,12.4
4558609924,6799.0,2016-04-14,140.0,127.6,12.4
4558609924,4803.0,2016-04-20,140.0,127.6,12.4
4558609924,8563.0,2016-04-24,140.0,127.6,12.4
4558609924,3428.0,2016-05-01,140.0,127.6,12.4
4558609924,7891.0,2016-05-02,140.0,127.6,12.4
4558609924,5232.0,2016-05-04,140.0,127.6,12.4
4558609924,3755.0,2016-05-06,140.0,127.6,12.4
4558609924,6307.0,2016-05-12,140.0,127.6,12.4
4558609924,6890.0,2016-04-23,140.0,127.6,12.4
4558609924,4978.0,2016-04-13,140.0,127.6,12.4
4558609924,10611.0,2016-05-05,140.0,127.6,12.4
4558609924,5401.0,2016-04-19,140.0,127.6,12.4
4558609924,8095.0,2016-04-25,140.0,127.6,12.4
4558609924,5267.0,2016-05-03,140.0,127.6,12.4
4558609924,9451.0,2016-04-28,140.0,127.6,12.4
4558609924,7289.0,2016-04-16,140.0,127.6,12.4
4558609924,9557.0,2016-04-27,140.0,127.6,12.4
4558609924,8940.0,2016-04-18,140.0,127.6,12.4
4558609924,8237.0,2016-05-07,140.0,127.6,12.4
4558609924,6435.0,2016-05-10,140.0,127.6,12.4
4558609924,9634.0,2016-04-17,140.0,127.6,12.4
4558609924,13743.0,2016-04-21,140.0,127.6,12.4
4558609924,9601.0,2016-04-22,140.0,127.6,12.4
4558609924,7833.0,2016-04-29,140.0,127.6,12.4
4558609924,7795.0,2016-04-15,140.0,127.6,12.4
4558609924,11451.0,2016-05-09,140.0,127.6,12.4
4558609924,9108.0,2016-05-11,140.0,127.6,12.4
4558609924,9148.0,2016-04-26,140.0,127.6,12.4
4558609924,10319.0,2016-04-30,140.0,127.6,12.4
4558609924,6543.0,2016-05-08,140.0,127.6,12.4
2320127002,5057.0,2016-04-16,69.0,61.0,8.0
2320127002,6198.0,2016-04-17,69.0,61.0,8.0
2320127002,5583.0,2016-04-22,69.0,61.0,8.0
2320127002,5079.0,2016-04-23,69.0,61.0,8.0
2320127002,4165.0,2016-04-24,69.0,61.0,8.0
2320127002,3409.0,2016-04-26,69.0,61.0,8.0
2320127002,1715.0,2016-04-27,69.0,61.0,8.0
2320127002,1532.0,2016-04-28,69.0,61.0,8.0
2320127002,924.0,2016-04-29,69.0,61.0,8.0
2320127002,4571.0,2016-04-30,69.0,61.0,8.0
2320127002,772.0,2016-05-01,69.0,61.0,8.0
2320127002,1201.0,2016-05-04,69.0,61.0,8.0
2320127002,4878.0,2016-05-06,69.0,61.0,8.0
2320127002,7379.0,2016-05-07,69.0,61.0,8.0
2320127002,5161.0,2016-05-08,69.0,61.0,8.0
2320127002,3090.0,2016-05-09,69.0,61.0,8.0
2320127002,6227.0,2016-05-10,69.0,61.0,8.0
2320127002,3588.0,2016-04-25,69.0,61.0,8.0
2320127002,3634.0,2016-05-02,69.0,61.0,8.0
2320127002,6559.0,2016-04-18,69.0,61.0,8.0
2320127002,10725.0,2016-04-12,69.0,61.0,8.0
2320127002,3404.0,2016-04-21,69.0,61.0,8.0
2320127002,7443.0,2016-05-03,69.0,61.0,8.0
2320127002,5997.0,2016-04-19,69.0,61.0,8.0
2320127002,7192.0,2016-04-20,69.0,61.0,8.0
2320127002,7275.0,2016-04-13,69.0,61.0,8.0
2320127002,5205.0,2016-04-15,69.0,61.0,8.0
2320127002,5202.0,2016-05-05,69.0,61.0,8.0
2320127002,2661.0,2016-05-12,69.0,61.0,8.0
2320127002,3973.0,2016-04-14,69.0,61.0,8.0
2320127002,6424.0,2016-05-11,69.0,61.0,8.0
8053475328,1170.0,2016-05-01,301.67,297.0,4.67
8053475328,1969.0,2016-05-02,301.67,297.0,4.67
8053475328,7135.0,2016-04-30,301.67,297.0,4.67
8053475328,10520.0,2016-04-22,301.67,297.0,4.67
8053475328,20159.0,2016-04-14,301.67,297.0,4.67
8053475328,15108.0,2016-04-20,301.67,297.0,4.67
8053475328,12685.0,2016-04-26,301.67,297.0,4.67
8053475328,14549.0,2016-04-16,301.67,297.0,4.67
8053475328,17076.0,2016-04-18,301.67,297.0,4.67
8053475328,16057.0,2016-04-21,301.67,297.0,4.67
8053475328,15929.0,2016-04-19,301.67,297.0,4.67
8053475328,12209.0,2016-05-11,301.67,297.0,4.67
8053475328,18060.0,2016-04-12,301.67,297.0,4.67
8053475328,20669.0,2016-04-15,301.67,297.0,4.67
8053475328,12315.0,2016-04-29,301.67,297.0,4.67
8053475328,14581.0,2016-05-04,301.67,297.0,4.67
8053475328,20500.0,2016-04-25,301.67,297.0,4.67
8053475328,15447.0,2016-04-28,301.67,297.0,4.67
8053475328,14990.0,2016-05-05,301.67,297.0,4.67
8053475328,12422.0,2016-04-27,301.67,297.0,4.67
8053475328,14810.0,2016-05-10,301.67,297.0,4.67
8053475328,16433.0,2016-04-13,301.67,297.0,4.67
8053475328,12465.0,2016-05-09,301.67,297.0,4.67
8053475328,22359.0,2016-04-23,301.67,297.0,4.67
8053475328,22026.0,2016-05-08,301.67,297.0,4.67
8053475328,13953.0,2016-05-06,301.67,297.0,4.67
8053475328,19769.0,2016-05-07,301.67,297.0,4.67
8053475328,18827.0,2016-04-17,301.67,297.0,4.67
8053475328,15484.0,2016-05-03,301.67,297.0,4.67
8053475328,22988.0,2016-04-24,301.67,297.0,4.67
8053475328,4998.0,2016-05-12,301.67,297.0,4.67
7007744171,15299.0,2016-04-22,71.5,68.5,3.0
7007744171,5273.0,2016-04-15,71.5,68.5,3.0
7007744171,4631.0,2016-04-16,71.5,68.5,3.0
7007744171,8059.0,2016-04-17,71.5,68.5,3.0
7007744171,11085.0,2016-04-24,71.5,68.5,3.0
7007744171,3761.0,2016-04-30,71.5,68.5,3.0
7007744171,5600.0,2016-05-01,71.5,68.5,3.0
7007744171,11179.0,2016-04-14,71.5,68.5,3.0
7007744171,14172.0,2016-04-12,71.5,68.5,3.0
7007744171,13541.0,2016-04-27,71.5,68.5,3.0
7007744171,11459.0,2016-05-06,71.5,68.5,3.0
7007744171,13041.0,2016-05-02,71.5,68.5,3.0
7007744171,15128.0,2016-04-28,71.5,68.5,3.0
7007744171,14194.0,2016-04-19,71.5,68.5,3.0
7007744171,12862.0,2016-04-13,71.5,68.5,3.0
7007744171,15090.0,2016-04-26,71.5,68.5,3.0
7007744171,15010.0,2016-05-05,71.5,68.5,3.0
7007744171,18229.0,2016-04-25,71.5,68.5,3.0
7007744171,8093.0,2016-04-23,71.5,68.5,3.0
7007744171,14816.0,2016-04-18,71.5,68.5,3.0
7007744171,14510.0,2016-05-03,71.5,68.5,3.0
7007744171,15566.0,2016-04-20,71.5,68.5,3.0
7007744171,13744.0,2016-04-21,71.5,68.5,3.0
7007744171,20067.0,2016-04-29,71.5,68.5,3.0
7007744171,0.0,2016-05-04,71.5,68.5,3.0
7007744171,0.0,2016-05-07,71.5,68.5,3.0
